schema_version,source_commit,source_tree,object_format,ignored_policy,inventory_digest,inventory_rows,source_inventory_digest,index_inventory_digest,untracked_inventory_digest,ignored_inventory_digest,filesystem_inventory_digest,filesystem_entries,ledger_self_path,path,source_tracked,source_git_mode,source_object_type,source_git_blob_id,source_sha256,source_bytes,source_lines,source_content_kind,index_tracked,index_git_mode,index_git_blob_id,index_flags,index_sha256,index_bytes,index_lines,index_content_kind,source_index_state,current_scope,current_fs_type,current_fs_mode,current_git_blob_id,current_sha256,current_bytes,current_lines,current_content_kind,worktree_state,ignore_rule_source,ignore_pattern,generated_candidate_reason,category,provenance_class,git_blob_id,sha256,bytes,lines,language,format,generated,generator,public_surface,security_critical,science_critical,authority_critical,provenance_review_status,provenance_evidence,license_review_status,license_expression,license_evidence,reviewer,review_status,requirements,assumptions,defects,tests,evidence,disposition,completed_at
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,crates/haldir-deployment/src/source.rs,true,100644,blob,65bc7ec6a2b5c365d56c495cc16c87477752cfe9,41f59efc4aaf144fb9a1710b96143ba1332bc51cb88555898b44119598892435,11730,305,TEXT_UTF8,true,100644,65bc7ec6a2b5c365d56c495cc16c87477752cfe9,NONE,41f59efc4aaf144fb9a1710b96143ba1332bc51cb88555898b44119598892435,11730,305,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,65bc7ec6a2b5c365d56c495cc16c87477752cfe9,41f59efc4aaf144fb9a1710b96143ba1332bc51cb88555898b44119598892435,11730,305,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,NONE_OBSERVED_REVIEW_REQUIRED,RUST_SOURCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,65bc7ec6a2b5c365d56c495cc16c87477752cfe9,41f59efc4aaf144fb9a1710b96143ba1332bc51cb88555898b44119598892435,11730,305,RUST,RUST,NO,,YES,YES,NO,YES,CONFIRMED,CH-T002-E09#7eb4509cc21a57f6a963e0b74099b0057430652ab69d38c6b1e59262865f3e29:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#7eb4509cc21a57f6a963e0b74099b0057430652ab69d38c6b1e59262865f3e29:LICENSE,ch-t002-e0002-lane-01@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#7eb4509cc21a57f6a963e0b74099b0057430652ab69d38c6b1e59262865f3e29:PRIMARY;CH-T002-E09#7eb4509cc21a57f6a963e0b74099b0057430652ab69d38c6b1e59262865f3e29:SECONDARY;CH-T002-E10#7eb4509cc21a57f6a963e0b74099b0057430652ab69d38c6b1e59262865f3e29:PRIMARY;CH-T002-E12#7eb4509cc21a57f6a963e0b74099b0057430652ab69d38c6b1e59262865f3e29:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,crates/haldir-deployment/src/tests.rs,true,100644,blob,3cefb1b3912513c6edd20984b2748047359e8c6f,aa7362572d16adfb10417d9ca21b808446d1653105c935719c2517048ec43a54,48310,1417,TEXT_UTF8,true,100644,3cefb1b3912513c6edd20984b2748047359e8c6f,NONE,aa7362572d16adfb10417d9ca21b808446d1653105c935719c2517048ec43a54,48310,1417,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,3cefb1b3912513c6edd20984b2748047359e8c6f,aa7362572d16adfb10417d9ca21b808446d1653105c935719c2517048ec43a54,48310,1417,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,NONE_OBSERVED_REVIEW_REQUIRED,TEST,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,3cefb1b3912513c6edd20984b2748047359e8c6f,aa7362572d16adfb10417d9ca21b808446d1653105c935719c2517048ec43a54,48310,1417,RUST,RUST,NO,,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#eb41286d309435f642e859117c9c932184f2ebb8a61823b2e330be287483ed21:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#eb41286d309435f642e859117c9c932184f2ebb8a61823b2e330be287483ed21:LICENSE,ch-t002-e0002-lane-01@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#eb41286d309435f642e859117c9c932184f2ebb8a61823b2e330be287483ed21:PRIMARY;CH-T002-E09#eb41286d309435f642e859117c9c932184f2ebb8a61823b2e330be287483ed21:SECONDARY;CH-T002-E10#eb41286d309435f642e859117c9c932184f2ebb8a61823b2e330be287483ed21:PRIMARY;CH-T002-E12#eb41286d309435f642e859117c9c932184f2ebb8a61823b2e330be287483ed21:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,crates/haldir-deployment/src/verify.rs,true,100644,blob,b9f0d43688a082651d246cdee799bd38aad4cb5c,0beb83e7f76487445e1277f004ed7181a66cded553e77bd71ffea30d3e359575,6544,178,TEXT_UTF8,true,100644,b9f0d43688a082651d246cdee799bd38aad4cb5c,NONE,0beb83e7f76487445e1277f004ed7181a66cded553e77bd71ffea30d3e359575,6544,178,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,b9f0d43688a082651d246cdee799bd38aad4cb5c,0beb83e7f76487445e1277f004ed7181a66cded553e77bd71ffea30d3e359575,6544,178,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,NONE_OBSERVED_REVIEW_REQUIRED,RUST_SOURCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,b9f0d43688a082651d246cdee799bd38aad4cb5c,0beb83e7f76487445e1277f004ed7181a66cded553e77bd71ffea30d3e359575,6544,178,RUST,RUST,NO,,YES,YES,NO,YES,CONFIRMED,CH-T002-E09#6b4631df57c349afe4bcc453bb55dd476be3d605c0e41e565d6dfc606dfe9eb7:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#6b4631df57c349afe4bcc453bb55dd476be3d605c0e41e565d6dfc606dfe9eb7:LICENSE,ch-t002-e0002-lane-01@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#6b4631df57c349afe4bcc453bb55dd476be3d605c0e41e565d6dfc606dfe9eb7:PRIMARY;CH-T002-E09#6b4631df57c349afe4bcc453bb55dd476be3d605c0e41e565d6dfc606dfe9eb7:SECONDARY;CH-T002-E10#6b4631df57c349afe4bcc453bb55dd476be3d605c0e41e565d6dfc606dfe9eb7:PRIMARY;CH-T002-E11#6b4631df57c349afe4bcc453bb55dd476be3d605c0e41e565d6dfc606dfe9eb7:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,crates/haldir-durable/Cargo.toml,true,100644,blob,1a3684cb5ebccabc8aede52ec93e47a1b7f23794,8ff56bb3741e71d56f2cdcfabe103842030a504ed5222231b7421488d91819c0,390,18,TEXT_UTF8,true,100644,1a3684cb5ebccabc8aede52ec93e47a1b7f23794,NONE,8ff56bb3741e71d56f2cdcfabe103842030a504ed5222231b7421488d91819c0,390,18,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,1a3684cb5ebccabc8aede52ec93e47a1b7f23794,8ff56bb3741e71d56f2cdcfabe103842030a504ed5222231b7421488d91819c0,390,18,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,NONE_OBSERVED_REVIEW_REQUIRED,RUST_SOURCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,1a3684cb5ebccabc8aede52ec93e47a1b7f23794,8ff56bb3741e71d56f2cdcfabe103842030a504ed5222231b7421488d91819c0,390,18,TOML,TOML,NO,,YES,YES,NO,YES,CONFIRMED,CH-T002-E09#08d8d8efaa7f9bda18578068ab69fb465625ef6fb8064ccbda0a30cd6d49b411:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#08d8d8efaa7f9bda18578068ab69fb465625ef6fb8064ccbda0a30cd6d49b411:LICENSE,ch-t002-e0002-lane-02@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#08d8d8efaa7f9bda18578068ab69fb465625ef6fb8064ccbda0a30cd6d49b411:PRIMARY;CH-T002-E09#08d8d8efaa7f9bda18578068ab69fb465625ef6fb8064ccbda0a30cd6d49b411:SECONDARY;CH-T002-E11#08d8d8efaa7f9bda18578068ab69fb465625ef6fb8064ccbda0a30cd6d49b411:PRIMARY;CH-T002-E12#08d8d8efaa7f9bda18578068ab69fb465625ef6fb8064ccbda0a30cd6d49b411:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,crates/haldir-durable/src/error.rs,true,100644,blob,63dd8649d15282087729b885b617550bb69767b0,c3cbe64f3942cf46cf0e0303efc1443d61052a4a5c22c8e77f693799d62180dd,2730,64,TEXT_UTF8,true,100644,63dd8649d15282087729b885b617550bb69767b0,NONE,c3cbe64f3942cf46cf0e0303efc1443d61052a4a5c22c8e77f693799d62180dd,2730,64,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,63dd8649d15282087729b885b617550bb69767b0,c3cbe64f3942cf46cf0e0303efc1443d61052a4a5c22c8e77f693799d62180dd,2730,64,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,NONE_OBSERVED_REVIEW_REQUIRED,RUST_SOURCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,63dd8649d15282087729b885b617550bb69767b0,c3cbe64f3942cf46cf0e0303efc1443d61052a4a5c22c8e77f693799d62180dd,2730,64,RUST,RUST,NO,,YES,YES,NO,YES,CONFIRMED,CH-T002-E09#7dae99ea8969280895f315f4acc0b05e93a001a112e27d234003ed76c521c79c:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#7dae99ea8969280895f315f4acc0b05e93a001a112e27d234003ed76c521c79c:LICENSE,ch-t002-e0002-lane-01@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#7dae99ea8969280895f315f4acc0b05e93a001a112e27d234003ed76c521c79c:PRIMARY;CH-T002-E09#7dae99ea8969280895f315f4acc0b05e93a001a112e27d234003ed76c521c79c:SECONDARY;CH-T002-E10#7dae99ea8969280895f315f4acc0b05e93a001a112e27d234003ed76c521c79c:PRIMARY;CH-T002-E12#7dae99ea8969280895f315f4acc0b05e93a001a112e27d234003ed76c521c79c:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,crates/haldir-durable/src/file.rs,true,100644,blob,ce428693b2b46f160168835055e791ba72787d1a,7eccf21614316c3d226f282cab89732b2242005700c4796cd21931bc5e4e77cd,10337,330,TEXT_UTF8,true,100644,ce428693b2b46f160168835055e791ba72787d1a,NONE,7eccf21614316c3d226f282cab89732b2242005700c4796cd21931bc5e4e77cd,10337,330,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,ce428693b2b46f160168835055e791ba72787d1a,7eccf21614316c3d226f282cab89732b2242005700c4796cd21931bc5e4e77cd,10337,330,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,NONE_OBSERVED_REVIEW_REQUIRED,RUST_SOURCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,ce428693b2b46f160168835055e791ba72787d1a,7eccf21614316c3d226f282cab89732b2242005700c4796cd21931bc5e4e77cd,10337,330,RUST,RUST,NO,,YES,YES,NO,YES,CONFIRMED,CH-T002-E09#db6c182e404bb5011c631c0f7f5c15c2b9736b86748ff686073e04c35237fcf5:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#db6c182e404bb5011c631c0f7f5c15c2b9736b86748ff686073e04c35237fcf5:LICENSE,ch-t002-e0002-lane-03@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#db6c182e404bb5011c631c0f7f5c15c2b9736b86748ff686073e04c35237fcf5:PRIMARY;CH-T002-E09#db6c182e404bb5011c631c0f7f5c15c2b9736b86748ff686073e04c35237fcf5:SECONDARY;CH-T002-E10#db6c182e404bb5011c631c0f7f5c15c2b9736b86748ff686073e04c35237fcf5:SECONDARY;CH-T002-E12#db6c182e404bb5011c631c0f7f5c15c2b9736b86748ff686073e04c35237fcf5:PRIMARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,crates/haldir-durable/src/lib.rs,true,100644,blob,6a9548a2527cefd9f8d3ade2cefe421159db4143,c79b891e0e6882e6b30fd46155c9f28e72d9306eb86e07952f73f9ed72d03728,1033,35,TEXT_UTF8,true,100644,6a9548a2527cefd9f8d3ade2cefe421159db4143,NONE,c79b891e0e6882e6b30fd46155c9f28e72d9306eb86e07952f73f9ed72d03728,1033,35,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,6a9548a2527cefd9f8d3ade2cefe421159db4143,c79b891e0e6882e6b30fd46155c9f28e72d9306eb86e07952f73f9ed72d03728,1033,35,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,NONE_OBSERVED_REVIEW_REQUIRED,RUST_SOURCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,6a9548a2527cefd9f8d3ade2cefe421159db4143,c79b891e0e6882e6b30fd46155c9f28e72d9306eb86e07952f73f9ed72d03728,1033,35,RUST,RUST,NO,,YES,YES,NO,YES,CONFIRMED,CH-T002-E09#b08a018e246e1be2fe033a71109f981ef0e3a02bb4af198781d87898f1a1d5af:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#b08a018e246e1be2fe033a71109f981ef0e3a02bb4af198781d87898f1a1d5af:LICENSE,ch-t002-e0002-lane-01@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#b08a018e246e1be2fe033a71109f981ef0e3a02bb4af198781d87898f1a1d5af:PRIMARY;CH-T002-E09#b08a018e246e1be2fe033a71109f981ef0e3a02bb4af198781d87898f1a1d5af:SECONDARY;CH-T002-E10#b08a018e246e1be2fe033a71109f981ef0e3a02bb4af198781d87898f1a1d5af:PRIMARY;CH-T002-E12#b08a018e246e1be2fe033a71109f981ef0e3a02bb4af198781d87898f1a1d5af:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,crates/haldir-durable/src/local_anchor.rs,true,100644,blob,8388e7a95c50efe8fdf95ca264495a88df050ae7,5bd1c57ecd50dfc2e3bc67b817e6774fa69f5a58d98f93374e314737cc2cb879,12553,379,TEXT_UTF8,true,100644,8388e7a95c50efe8fdf95ca264495a88df050ae7,NONE,5bd1c57ecd50dfc2e3bc67b817e6774fa69f5a58d98f93374e314737cc2cb879,12553,379,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,8388e7a95c50efe8fdf95ca264495a88df050ae7,5bd1c57ecd50dfc2e3bc67b817e6774fa69f5a58d98f93374e314737cc2cb879,12553,379,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,NONE_OBSERVED_REVIEW_REQUIRED,RUST_SOURCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,8388e7a95c50efe8fdf95ca264495a88df050ae7,5bd1c57ecd50dfc2e3bc67b817e6774fa69f5a58d98f93374e314737cc2cb879,12553,379,RUST,RUST,NO,,YES,YES,NO,YES,CONFIRMED,CH-T002-E09#c1b7b240eb2d660a3b48f13525fc5582562e50d2e2584054e1d0cd8daf1ca216:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#c1b7b240eb2d660a3b48f13525fc5582562e50d2e2584054e1d0cd8daf1ca216:LICENSE,ch-t002-e0002-lane-03@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#c1b7b240eb2d660a3b48f13525fc5582562e50d2e2584054e1d0cd8daf1ca216:PRIMARY;CH-T002-E09#c1b7b240eb2d660a3b48f13525fc5582562e50d2e2584054e1d0cd8daf1ca216:SECONDARY;CH-T002-E10#c1b7b240eb2d660a3b48f13525fc5582562e50d2e2584054e1d0cd8daf1ca216:SECONDARY;CH-T002-E12#c1b7b240eb2d660a3b48f13525fc5582562e50d2e2584054e1d0cd8daf1ca216:PRIMARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,crates/haldir-durable/src/mac.rs,true,100644,blob,99e7e14790523914d60b00955b17d6a9f54e08e4,5c9e022255c3287fefe4db74094b8bd10590a455d6159909b591b56112183469,1943,64,TEXT_UTF8,true,100644,99e7e14790523914d60b00955b17d6a9f54e08e4,NONE,5c9e022255c3287fefe4db74094b8bd10590a455d6159909b591b56112183469,1943,64,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,99e7e14790523914d60b00955b17d6a9f54e08e4,5c9e022255c3287fefe4db74094b8bd10590a455d6159909b591b56112183469,1943,64,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,NONE_OBSERVED_REVIEW_REQUIRED,RUST_SOURCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,99e7e14790523914d60b00955b17d6a9f54e08e4,5c9e022255c3287fefe4db74094b8bd10590a455d6159909b591b56112183469,1943,64,RUST,RUST,NO,,YES,YES,NO,YES,CONFIRMED,CH-T002-E09#78e3fb6fcd24e6196cfc91ec20235aa16be9936c1414df60493b4c7bcb4a6e4a:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#78e3fb6fcd24e6196cfc91ec20235aa16be9936c1414df60493b4c7bcb4a6e4a:LICENSE,ch-t002-e0002-lane-03@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#78e3fb6fcd24e6196cfc91ec20235aa16be9936c1414df60493b4c7bcb4a6e4a:PRIMARY;CH-T002-E09#78e3fb6fcd24e6196cfc91ec20235aa16be9936c1414df60493b4c7bcb4a6e4a:SECONDARY;CH-T002-E11#78e3fb6fcd24e6196cfc91ec20235aa16be9936c1414df60493b4c7bcb4a6e4a:SECONDARY;CH-T002-E12#78e3fb6fcd24e6196cfc91ec20235aa16be9936c1414df60493b4c7bcb4a6e4a:PRIMARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,crates/haldir-durable/src/snapshot.rs,true,100644,blob,e7091c9961da6918cc8dc075c2adcba39f509267,5f7e050eedb8d6e397fba4f2d56a746fe2e1f4eb2bfe5a7768827501d31bdbcc,29630,895,TEXT_UTF8,true,100644,e7091c9961da6918cc8dc075c2adcba39f509267,NONE,5f7e050eedb8d6e397fba4f2d56a746fe2e1f4eb2bfe5a7768827501d31bdbcc,29630,895,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,e7091c9961da6918cc8dc075c2adcba39f509267,5f7e050eedb8d6e397fba4f2d56a746fe2e1f4eb2bfe5a7768827501d31bdbcc,29630,895,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,NONE_OBSERVED_REVIEW_REQUIRED,RUST_SOURCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,e7091c9961da6918cc8dc075c2adcba39f509267,5f7e050eedb8d6e397fba4f2d56a746fe2e1f4eb2bfe5a7768827501d31bdbcc,29630,895,RUST,RUST,NO,,YES,YES,NO,YES,CONFIRMED,CH-T002-E09#b5b353de5b38416642f589119675712046a81932c4d864f95a0bde07fd4d28cf:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#b5b353de5b38416642f589119675712046a81932c4d864f95a0bde07fd4d28cf:LICENSE,ch-t002-e0002-lane-01@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#b5b353de5b38416642f589119675712046a81932c4d864f95a0bde07fd4d28cf:PRIMARY;CH-T002-E09#b5b353de5b38416642f589119675712046a81932c4d864f95a0bde07fd4d28cf:SECONDARY;CH-T002-E10#b5b353de5b38416642f589119675712046a81932c4d864f95a0bde07fd4d28cf:PRIMARY;CH-T002-E12#b5b353de5b38416642f589119675712046a81932c4d864f95a0bde07fd4d28cf:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
